-33.77652,150.9693
-33.7765,150.9693
-33.77641,150.9693
-33.7764,150.9692
-33.7764,150.9692
-33.77641,150.9692
-33.77642,150.9692
-33.77642,150.9692
-33.77643,150.9692
-33.77643,150.9692
-33.77644,150.9692
-33.77644,150.9692
-33.77644,150.9692
-33.77645,150.9692
-33.77645,150.9692
-33.77645,150.9692
-33.77645,150.9692
-33.77647,150.9692
-33.77648,150.9692
-33.77649,150.9692
-33.7765,150.9692
-33.77651,150.9693
-33.77653,150.9693
-33.77653,150.9693
-33.77652,150.9693
-33.77653,150.9693
-33.77653,150.9693
-33.77652,150.9693
-33.77654,150.9693
-33.77654,150.9693
-33.77654,150.9693
-33.77654,150.9693
-33.77654,150.9693
-33.77652,150.9693
-33.77653,150.9693
-33.77652,150.9693
-33.7765,150.9693
-33.77649,150.9693
-33.77649,150.9693
-33.77649,150.9693
-33.77649,150.9693
-33.77648,150.9693
-33.77648,150.9693
-33.77647,150.9693
-33.77647,150.9693
-33.77647,150.9693
-33.77646,150.9693
-33.77647,150.9693
-33.77647,150.9693
-33.77647,150.9693
-33.77647,150.9692
-33.77648,150.9692
-33.77648,150.9692
-33.77647,150.9692
-33.77646,150.9692
-33.77646,150.9693
-33.77645,150.9693
-33.77644,150.9693
-33.77644,150.9692
-33.77643,150.9692
-33.77643,150.9692
-33.77644,150.9692
-33.77644,150.9692
-33.77644,150.9692
-33.77644,150.9692
-33.77644,150.9692
-33.77644,150.9692
-33.77644,150.9692
-33.77643,150.9692
-33.77643,150.9693
-33.77643,150.9693
-33.77644,150.9692
-33.77645,150.9692
-33.77648,150.9693
-33.7765,150.9692
-33.7765,150.9692
-33.7765,150.9692
-33.7765,150.9692
-33.77651,150.9692
-33.77652,150.9692
-33.77652,150.9692
-33.7765,150.9692
-33.7765,150.9692
-33.77654,150.9693
-33.77655,150.9693
-33.77651,150.9693
