-33.78998,150.9908
-33.78983,150.9916
-33.78971,150.992
-33.78932,150.992
-33.78845,150.9917
-33.78773,150.9916
-33.78717,150.9915
-33.78635,150.9916
-33.78585,150.9917
-33.78563,150.9917
-33.78553,150.9913
-33.7854,150.9906
-33.78529,150.9901
-33.78507,150.9896
-33.78472,150.9895
-33.78439,150.9895
-33.78412,150.9896
-33.78387,150.9898
-33.7837,150.9899
-33.78336,150.9897
-33.78315,150.9893
-33.78292,150.9887
-33.78272,150.9878
-33.78253,150.9868
-33.78244,150.9863
-33.78232,150.9863
-33.78168,150.9864
-33.78095,150.9866
-33.78007,150.9869
-33.7792,150.9872
-33.7785,150.9874
-33.77788,150.9875
-33.77765,150.9874
-33.77748,150.9866
-33.77726,150.9855
-33.77704,150.9843
-33.77681,150.9833
-33.77655,150.982
-33.77638,150.9811
-33.77629,150.9808
-33.7761,150.9798
-33.77588,150.9788
-33.77576,150.9781
-33.77602,150.9773
-33.7764,150.9765
-33.77676,150.9757
-33.77716,150.9748
-33.77736,150.9744
-33.77711,150.9739
-33.77679,150.9733
-33.77656,150.9729
-33.77625,150.9721
-33.77627,150.9714
-33.77633,150.9705
-33.77641,150.9696
-33.77644,150.9691
-33.77651,150.969
